"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"9326","VID_23663",2441,"2949","1","0","0","H",581,893
"9327","VID_1155",6,"3516693","24629","1331","1784","B",263,1037
"9328","VID_12527",3,"40475","286","17","110","D",2560,1224
"9329","VID_13044",2,"398216","451","75","23","D",8850,581
"9330","VID_12291",10,"4134017","10580","1276","560","D",190,1065
"9331","VID_2194",1,"42248","184","4","64","C",1337,817
"9332","VID_2733",1,"119937","718","22","81","C",393,1401
"9333","VID_3393",1,"71251","230","12","8","D",698,2438
"9334","VID_1739",1,"396447","805","13","31","B",173,884
"9335","VID_14203",2,"174510","F","F","34","D",1124,1185
"9336","VID_2697",1,"33847","659","23","93","C",625,1664
"9337","VID_8558",8,"3501","8","2","1","D",616,431
"9338","VID_2491",1,"17137","20","9","F","C",1909,660
"9339","VID_18191",1,"182834","1445","152","542","F",835,792
"9340","VID_18059",1,"1088508","12475","1023","8969","F",303,811
"9341","VID_9845",1,"4731","41","3","5","D",227,1235
"9342","VID_23582",3,"1130871","756","138","34","H",89,1020
"9343","VID_16882",1,"33032","59","2","12","E",667,2469
"9344","VID_3604",1,"3102267","4584","1223","306","D",338,544
"9345","VID_8865",1,"991415","5674","195","1460","D",462,872
"9346","VID_6551",2,"466275","1717","217","4053","D",678,722
"9347","VID_13325",1,"254","7","0","9","D",70,1534
"9348","VID_15765",1,"4325","5","0","1","E",120,746
"9349","VID_6020",1,"822554","3238","143","327","D",677,682
"9350","VID_10158",6,"4334017","1604","1012","63","D",1414,1555
"9351","VID_14103",6,"6395251","15419","755","1214","D",217,1746
"9352","VID_11786",1,"15848","59","9","7","D",659,1440
"9353","VID_1492",1,"1568726","10924","117","812","B",255,1038
"9354","VID_5023",1,"257717","176","13","11","D",34,2551
"9355","VID_22694",5,"268070","1173","22","104","G",264,3671
"9356","VID_11497",1,"117830","186","34","86","D",770,728
"9357","VID_3747",2,"1372064","2013","589","81","D",162,1004
"9358","VID_17076",1,"1217263","2187","1447","104","E",3277,394
"9359","VID_458",1,"7705","82","3","21","A",878,1865
"9360","VID_7278",1,"24791","1343","20","98","D",274,577
"9361","VID_14336",7,"7572817","43597","10839","22187","D",166,3334
"9362","VID_9555",4,"302","1","0","1","D",46,628
"9363","VID_4499",1,"131547","415","39","42","D",152,823
"9364","VID_22420",2,"897779","7410","593","718","G",620,1517
"9365","VID_12359",1,"131417","776","46","34","D",436,1639
"9366","VID_191",5,"6307","21","2","2","A",67,1654
"9367","VID_13621",1,"342","1","1","0","D",31,877
"9368","VID_18974",1,"45963","703","19","30","F",424,562
"9369","VID_18142",1,"82904","3429","33","357","F",761,581
"9370","VID_5172",1,"89542","267","75","9","D",123,611
"9371","VID_20451",2,"2830551","2038","1054","254","G",204,1278
"9372","VID_16077",1,"11372578","9878","5379","792","E",2885,968
"9373","VID_20983",1,"291114","395","107","71","G",318,788
"9374","VID_8921",1,"1471396","10933","547","4846","D",747,867
"9375","VID_19195",2,"163759","526","25","35","G",128,2055
"9376","VID_16764",2,"478654","3225","214","832","E",3642,918
"9377","VID_5178",1,"539816","529","196","224","D",142,2307
"9378","VID_17560",117,"2191952","9306","215","1207","E",279,1696
"9379","VID_6648",6,"437018","1284","160","45","D",141,899
"9380","VID_16655",1,"439468","422","194","36","E",533,555
"9381","VID_1758",2,"52754","470","30","67","B",165,793
"9382","VID_7747",2,"44837","131","2","20","D",332,2749
"9383","VID_20683",2,"3610","37","3","16","G",94,2297
"9384","VID_6518",2,"264994","469","88","240","D",513,569
"9385","VID_12836",1,"754","1","0","0","D",24,1604
"9386","VID_2046",1,"17346","263","4","83","B",244,1640
"9387","VID_12294",7,"2191968","8057","1411","1175","D",351,728
"9388","VID_22942",11954,"15571","71","13","6","G",261,388
"9389","VID_12298",7,"1932295","8378","783","683","D",221,632
"9390","VID_21711",3687,"4856","43","0","6","G",251,417
"9391","VID_5279",47,"1396853","560","220","22","D",74,1698
"9392","VID_8948",4005,"370301","5126","317","2875","D",202,470
"9393","VID_22895",1,"266963","2014","111","272","G",263,2009
"9394","VID_13986",1,"15471","33","3","2","D",2644,2073
"9395","VID_19240",1,"13703","16","1","0","G",372,1010
"9396","VID_13961",1,"60275","46","14","2","D",322,1233
"9397","VID_22253",6313,"6914","17","0","0","G",16,990
"9398","VID_15687",5,"772883","1023","150","41","E",4726,1305
"9399","VID_18830",75,"337","14","2","37","F",438,828
"9400","VID_8394",2,"217661","209","37","17","D",6165,780
"9401","VID_11212",1,"12129","36","1","7","D",681,1625
"9402","VID_12590",1,"103208","8","6","0","D",1314,1250
"9403","VID_3476",3,"68303","152","21","5","D",3675,1492
"9404","VID_22537",3,"244333","1530","27","152","G",267,1914
"9405","VID_1629",12,"1404589","10099","631","854","B",351,795
"9406","VID_16873",4,"38988","58","4","6","E",640,2466
"9407","VID_9054",3,"1885453","5021","441","206","D",561,858
"9408","VID_17304",2,"20982","77","4","16","E",88,1807
"9409","VID_14605",1,"36681","138","7","14","D",327,1001
"9410","VID_13613",1,"318","F","F","0","D",31,408
"9411","VID_10029",1,"385077","260","76","64","D",621,669
"9412","VID_20115",8,"515105","867","47","112","G",302,1457
"9413","VID_17026",1,"142172","577","12","21","E",15,967
"9414","VID_7446",5,"79414","497","36","284","D",526,1657
"9415","VID_10618",1,"8404","100","2","11","D",711,1425
"9416","VID_13191",3,"3677","6","7","1","D",40,964
"9417","VID_4038",2,"39705","84","5","8","D",1297,1538
"9418","VID_23667",2642,"2966","4","0","0","H",681,814
"9419","VID_7898",2,"324293","860","91","28","D",156,709
"9420","VID_15731",2,"611940","357","118","30","E",8844,2641
"9421","VID_11432",1,"189755","695","77","257","D",494,798
"9422","VID_6778",6,"800320","11478","457","3646","D",553,697
"9423","VID_4604",4,"80552","2","2","1","D",190,1422
"9424","VID_9858",2,"2326","57","11","3","D",282,1235
"9425","VID_6438",2,"560995","459","45","69","D",591,3318
"9426","VID_20657",2,"1014906","1226","158","137","G",361,1547
"9427","VID_10765",1,"3518","4","1","1","D",720,2040
"9428","VID_5396",1,"116473","729","25","22","D",107,1067
"9429","VID_3258",1,"9517","19","2","1","D",2589,1496
"9430","VID_13757",57,"46928","F","F","1","D",239,502
"9431","VID_22920",3,"321325","4101","97","318","G",248,624
"9432","VID_21837",1,"5234","96","2","1","G",219,884
"9433","VID_22240",13,"42249","374","0","19","G",248,1599
"9434","VID_14924",5,"167086","1559","39","383","D",1835,1580
"9435","VID_7620",1,"133547","53","50","1","D",676,976
"9436","VID_13258",3,"4438477","20276","1730","1501","D",36,1239
"9437","VID_14508",26,"234410","324","28","9","D",143,1538
"9438","VID_22883",1,"188332","198","47","47","G",301,2018
"9439","VID_13293",1,"147866","93","32","10","D",345,1265
"9440","VID_18186",7,"67576","615","38","93","F",428,994
"9441","VID_8349",3,"72546","95","7","1","D",191,1572
"9442","VID_8535",1,"155","1","0","0","D",630,469
"9443","VID_21252",4,"2133381","12119","1338","445","G",159,1245
"9444","VID_12932",117,"2305","9","1","7","D",318,441
"9445","VID_16169",4,"477514","140","83","4","E",1815,995
"9446","VID_9047",1,"1359956","3032","643","372","D",241,1243
"9447","VID_1965",1,"162288","3923","104","887","B",307,3090
"9448","VID_9450",4,"57063","113","1","7","D",94,1049
"9449","VID_6330",44,"495278","1249","67","67","D",491,2098
"9450","VID_15766",3,"15039","7","1","1","E",711,1743
"9451","VID_8061",2,"842519","2052","162","278","D",1361,1284
"9452","VID_12592",1,"58361","71","6","3","D",3780,1078
"9453","VID_16851",5,"72046","89","14","12","E",663,2474
"9454","VID_21237",8,"1761446","7220","1351","275","G",166,1218
"9455","VID_12195",2,"5664","89","2","12","D",464,507
"9456","VID_7841",14,"1634560","2585","378","178","D",657,2471
"9457","VID_13265",1,"1248","14","0","0","D",265,746
"9458","VID_11378",1,"20033","22","13","F","D",1801,617
"9459","VID_22113",1,"153000","932","13","110","G",247,1024
"9460","VID_17289",10651,"261469","1540","130","50","E",44,599
"9461","VID_15894",184,"5412345","13752","1233","717","E",186,1010
"9462","VID_20394",1,"6434","133","0","9","G",249,517
"9463","VID_9414",28,"689581","3701","673","373","D",668,577
"9464","VID_9809",4,"2223","23","0","0","D",208,1235
"9465","VID_19628",2,"1914302","1004","573","97","G",326,581
"9466","VID_22930",1,"1682093","2742","1060","218","G",6264,355
"9467","VID_17558",138,"1097204","4920","72","812","E",185,1670
"9468","VID_23143",1,"1171101","5670","442","578","H",253,1027
"9469","VID_3100",2,"236415","1480","79","77","C",2739,818
"9470","VID_22297",2,"301748","1769","143","134","G",3312,729
"9471","VID_5332",12,"266957","864","28","115","D",500,1985
"9472","VID_16488",12,"12190","41","4","0","E",61,481
"9473","VID_19268",41,"418999","762","38","47","G",339,2217
"9474","VID_12606",1,"137623","587","77","134","D",638,578
"9475","VID_22882",9,"606355","1219","56","68","G",274,1777
"9476","VID_17437",1,"63514","632","19","85","E",268,1552
"9477","VID_22543",1,"20028","37","8","6","G",42,1599
"9478","VID_13551",7,"4740599","26991","423","1328","D",281,1083
"9479","VID_3165",5,"163446","170","63","22","D",2586,1585
"9480","VID_11818",1,"3711","4","3","0","D",296,1865
"9481","VID_7860",1,"2039","1","0","0","D",197,2385
"9482","VID_8277",1,"98737","F","F","F","D",215,1263
"9483","VID_10610",5,"822895","F","F","230","D",150,632
"9484","VID_1357",6,"350441","4627","66","462","B",1773,841
"9485","VID_16646",8,"522042","3920","198","460","E",1204,1014
"9486","VID_12638",1,"55997","440","22","91","D",1607,549
"9487","VID_6253",6,"202336","626","30","24","D",763,1525
"9488","VID_18676",2,"405785","4169","83","738","F",289,671
"9489","VID_20703",1,"68683","1115","31","171","G",348,870
"9490","VID_11860",620,"262059","975","11","98","D",481,660
"9491","VID_2349",1,"97951","64","27","F","C",1808,675
"9492","VID_11078",2,"1556885","8740","610","187","D",81,1270
"9493","VID_22899",1,"622","5","0","0","G",125,1247
"9494","VID_16942",1,"196802","549","84","135","E",201,574
"9495","VID_2451",1,"176","6","0","0","C",477,510
"9496","VID_23650",2,"213","0","0","0","H",491,383
"9497","VID_8000",1,"60085","318","13","17","D",81,619
"9498","VID_20529",4,"32330","424","0","32","G",122,1474
"9499","VID_17837",1,"110403","1225","26","160","F",369,540
"9500","VID_221",2,"31600","24","4","7","A",98,1835
"9501","VID_4733",1,"9312","24","6","1","D",93,655
"9502","VID_1031",1,"244274","2005","127","581","B",120,996
"9503","VID_20409",1,"79460","194","7","25","G",213,2177
"9504","VID_10860",1,"1158","30","1","3","D",182,535
"9505","VID_8052",1,"216883","918","27","75","D",1306,1331
"9506","VID_8681",1,"200932","441","41","27","D",751,1373
"9507","VID_6897",1,"141160","1191","31","1503","D",484,773
"9508","VID_3891",1,"504734","301","154","33","D",78,550
"9509","VID_12411",6,"284028","206","93","7","D",453,559
"9510","VID_22423",3,"606285","9805","1101","745","G",134,991
"9511","VID_10436",2,"238378","482","66","60","D",2345,1321
"9512","VID_13755",4,"13911","F","F","0","D",214,529
"9513","VID_710",1,"304552","1378","181","901","B",502,587
"9514","VID_807",6167,"9232","48","14","3","B",167,831
"9515","VID_12024",1,"1559","23","0","1","D",369,620
"9516","VID_14765",1,"51467","55","20","18","D",2940,612
"9517","VID_8628",1,"338","2","0","0","D",31,537
"9518","VID_5532",24,"107799","558","12","109","D",861,1438
"9519","VID_9370",1,"287","1","0","0","D",313,1686
"9520","VID_18597",1,"40620","877","12","97","F",888,790
"9521","VID_9774",5061,"5817","15","0","0","D",317,612
"9522","VID_8955",1,"344349","2858","88","552","D",1338,1477
"9523","VID_14062",4,"506346","5220","347","2037","D",110,3775
"9524","VID_20312",4,"1419766","887","362","232","G",5811,1177
"9525","VID_597",5,"154900","264","12","17","B",1085,1433
"9526","VID_12242",2,"1614683","11012","929","793","D",271,850
"9527","VID_1426",10,"3762267","21263","501","4070","B",436,626
"9528","VID_6444",1,"277759","391","30","13","D",279,3008
"9529","VID_21502",2,"397116","1686","95","519","G",4251,631
"9530","VID_18781",1,"180038","1637","57","159","F",362,795
"9531","VID_5504",10,"20094","60","4","8","D",657,1438
"9532","VID_8190",8,"1579332","1731","466","135","D",8343,638
"9533","VID_13515",8,"714557","1253","279","105","D",1402,1241
"9534","VID_18872",4460,"7296","18","2","6","F",460,1703
"9535","VID_22674",3,"15192","66","4","8","G",23,1228
"9536","VID_20284",1,"99927","1324","24","249","G",837,617
"9537","VID_11459",228,"283347","752","115","303","D",460,832
"9538","VID_23714",1,"2442512","25955","1539","3731","H",1233,512
"9539","VID_22104",1,"265352","1912","28","219","G",296,710
"9540","VID_22522",1,"149605","1024","83","217","G",269,1683
"9541","VID_21745",2,"861138","2812","161","92","G",531,1483
"9542","VID_18584",2,"63703","2065","64","139","F",396,541
"9543","VID_8192",1,"168083","208","30","3","D",8189,1121
"9544","VID_13552",3,"4283559","25157","362","2401","D",207,1884
"9545","VID_10562",16,"490393","1364","46","280","D",2303,806
"9546","VID_9024",5,"6011877","32648","2347","3382","D",2734,1338
"9547","VID_10526",1,"214644","465","74","1028","D",428,650
"9548","VID_4093",2,"664058","1595","199","87","D",277,710
"9549","VID_8032",1,"6234","17","1","0","D",152,598
"9550","VID_19602",1,"767003","1640","185","146","G",248,669
"9551","VID_23739",5,"653447","5599","409","1070","H",1779,677
"9552","VID_21594",4,"489573","1262","86","43","G",5263,807
"9553","VID_18601",2,"660","17","0","0","F",155,539
"9554","VID_18708",2,"7481","21","3","1","F",94,632
"9555","VID_19281",1,"56662","89","10","11","G",393,896
"9556","VID_1532",190653,"590433","4219","325","2016","B",541,638
"9557","VID_4136",15,"829025","1387","119","78","D",908,1542
"9558","VID_11648",1,"552765","494","46","25","D",116,680
"9559","VID_4717",11,"804952","1691","179","195","D",1090,446
"9560","VID_22191",2,"2902","10","0","1","G",21,2312
"9561","VID_13794",1,"86863","204","31","11","D",6923,820
"9562","VID_23545",1,"307612","348","106","23","H",146,990
"9563","VID_19390",53,"599326","1623","225","143","G",4350,1803
"9564","VID_22444",4,"78604","410","9","42","G",140,972
"9565","VID_20517",2,"308836","1599","40","72","G",467,695
"9566","VID_2812",2,"23924","291","12","175","C",953,1743
"9567","VID_760",1,"65801","123","5","8","B",482,669
"9568","VID_9203",2,"17196","48","7","6","D",1513,990
"9569","VID_23370",1,"857579","2046","147","629","H",568,616
"9570","VID_3242",1,"185180","141","53","31","D",2572,1580
"9571","VID_6159",1,"77118","233","14","5","D",740,1511
"9572","VID_13928",494,"3283","120","2","15","D",158,1590
"9573","VID_12234",2,"582425","2451","265","107","D",58,1489
"9574","VID_4206",22,"1167927","1570","253","76","D",836,1418
"9575","VID_21948",36,"1075217","5282","171","460","G",297,2632
"9576","VID_445",1,"48942","92","21","27","A",190,886
"9577","VID_23197",1,"58826","341","25","F","H",1670,658
"9578","VID_16089",2,"75060","130","17","12","E",8199,1263
"9579","VID_686",2,"78465","305","13","64","B",1609,1153
"9580","VID_15196",68,"1042820","1787","175","130","E",255,644
"9581","VID_856",4,"5193","84","40","12","B",207,849
"9582","VID_15491",1,"52537","31","10","8","E",8082,2124
"9583","VID_9427",1,"1371","12","1","3","D",340,1430
"9584","VID_22784",1,"1091","4","0","1","G",167,2542
"9585","VID_23134",2,"198168","209","101","0","H",171,1586
"9586","VID_9303",1,"11177","17","3","3","D",8089,809
"9587","VID_20894",1,"150463","451","36","46","G",292,646
"9588","VID_5962",47,"133752","84","10","7","D",44,1447
"9589","VID_22911",1,"4006","59","1","7","G",65,574
"9590","VID_14973",3,"346","12","0","0","D",202,932
"9591","VID_16117",1,"35528","26","7","0","E",9381,1222
"9592","VID_8026",2,"15246","239","20","32","D",1167,1474
"9593","VID_6669",4,"50512","36","5","5","D",166,2038
"9594","VID_5104",18,"872576","5180","80","144","D",136,648
"9595","VID_759",1,"36765","93","3","11","B",1761,1142
"9596","VID_8427",1,"166852","287","5","22","D",39,669
"9597","VID_21727",1,"948","6","0","0","G",243,1631
"9598","VID_13567",1,"2340997","18473","489","1006","D",588,433
"9599","VID_6659",45,"893050","175","138","18","D",71,2038
"9600","VID_5635",2,"239061","260","57","17","D",1240,1425
"9601","VID_14886",1,"55248","357","18","47","D",1361,650
"9602","VID_19270",1,"73421","108","10","2","G",279,1786
"9603","VID_16941",11,"1505545","4328","1583","558","E",211,587
"9604","VID_17098",1,"872559","1848","1227","46","E",3071,376
"9605","VID_8613",194,"1028","1","0","0","D",41,590
"9606","VID_2137",1,"26687","135","4","2","C",120,823
"9607","VID_20166",1,"47340","185","6","16","G",231,1681
"9608","VID_14633",2,"782225","1408","351","134","D",9468,830
"9609","VID_16606",8,"295193","2200","62","163","E",1127,994
"9610","VID_979",1,"39318","161","34","77","B",300,719
"9611","VID_1178",1,"365286","1911","125","630","B",244,740
"9612","VID_9878",1,"3430","17","11","0","D",125,1193
"9613","VID_5674",1,"932203","1061","72","48","D",121,2327
"9614","VID_9572",2,"45383","123","16","8","D",31,865
"9615","VID_6908",1,"470688","2637","86","773","D",438,833
"9616","VID_12886",1,"6730","233","0","28","D",457,468
"9617","VID_18837",4,"176987","303","24","21","F",104,946
"9618","VID_20745",1,"25975","302","11","65","G",435,1963
"9619","VID_16043",2,"3123","9","1","0","E",5641,990
"9620","VID_1124",5,"2309888","27862","945","5245","B",210,754
"9621","VID_15637",2,"46778","91","5","3","E",3057,1723
"9622","VID_7000",1,"13439","20","1","1","D",7094,997
"9623","VID_7942",1,"27218","25","6","0","D",58,2158
"9624","VID_14852",1,"375355","1953","78","34","D",182,1657
"9625","VID_18868",8859,"28209","27","5","7","F",337,2482
"9626","VID_14810",1,"206616","1035","40","78","D",313,846
"9627","VID_18603",1,"395","11","0","0","F",89,575
"9628","VID_15615",1,"141761","318","22","14","E",138,1353
"9629","VID_11363",2,"202720","108","82","F","D",1000,551
"9630","VID_9389",1,"35462","24","7","1","D",296,1862
"9631","VID_5003",3,"215413","975","42","79","D",134,513
"9632","VID_594",1,"453641","2065","35","94","B",776,1243
"9633","VID_2520",1,"2170681","926","534","F","C",109,985
"9634","VID_23456",1,"956334","436","186","36","H",241,1048
"9635","VID_7011",1,"7850","7","1","3","D",7225,623
"9636","VID_169",3,"14912","9","3","0","A",124,1654
"9637","VID_19423",130,"710915","1055","121","80","G",1438,2738
"9638","VID_20251",1,"64367","388","12","51","G",423,1708
"9639","VID_4946",8,"600095","257","93","12","D",215,1527
"9640","VID_10889",2,"3115","5","3","0","D",200,1251
"9641","VID_5921",225,"959691","441","225","71","D",40,1509
"9642","VID_6986",1,"2660","2","0","0","D",7137,817
"9643","VID_12667",2,"294862","1237","88","484","D",1840,573
"9644","VID_8255",7,"1139776","3267","300","273","D",199,1405
"9645","VID_15776",3,"2034353","2175","619","180","E",5091,2271
"9646","VID_690",169,"11079","143","2","20","B",1096,996
"9647","VID_11706",1,"67266","69","8","0","D",703,1027
"9648","VID_6549",2,"419844","1177","168","515","D",303,705
"9649","VID_6983",12,"3260049","3884","1279","357","D",8330,648
"9650","VID_21582",1,"73564","184","20","9","G",2440,594
"9651","VID_7399",2,"30756","195","2","79","D",523,1570
"9652","VID_3791",1,"383878","634","117","43","D",10442,1016
"9653","VID_10994",6,"5585867","60102","1721","1857","D",960,998
"9654","VID_4423",2,"258100","245","92","20","D",4649,1331
"9655","VID_14677",255,"3748","165","25","12","D",343,703
"9656","VID_8035",1,"82905","130","27","0","D",123,1002
"9657","VID_7469",5,"44402","148","15","53","D",2757,1584
"9658","VID_799",10,"638030","1934","66","166","B",238,576
"9659","VID_16272",1,"3250","5","5","0","E",634,528
"9660","VID_14803",15,"853768","3096","326","215","D",115,608
"9661","VID_16423",47,"28109","131","3","3","E",74,998
"9662","VID_15168",1,"310040","882","61","34","E",317,658
"9663","VID_2105",23,"1634","44","3","5","B",65,828
"9664","VID_13971",1,"437968","281","91","74","D",90,1317
"9665","VID_2304",3,"722728","1249","243","416","C",833,1230
"9666","VID_21001",1,"385508","1006","64","107","G",206,551
"9667","VID_12399",2,"1145656","663","263","25","D",816,1001
"9668","VID_21094",118,"46801","270","4","35","G",257,1163
"9669","VID_888",1,"2537","20","0","0","B",186,1677
"9670","VID_9553",4,"308","5","0","7","D",30,456
"9671","VID_19503",11,"67119","278","14","6","G",2696,1008
"9672","VID_22585",2,"238","1","0","0","G",95,907
"9673","VID_11606",1,"11961","112","4","28","D",822,883
"9674","VID_21631",1,"481","10","0","2","G",39,1909
"9675","VID_9695",1,"11005","8","3","0","D",8213,627
"9676","VID_12867",1,"11902","181","14","63","D",276,539
"9677","VID_18381",1,"486682","3409","104","526","F",345,603
"9678","VID_15974",2,"804928","644","176","59","E",4813,1605
"9679","VID_17909",3,"1793437","8620","1897","2350","F",121,1012
"9680","VID_21179",1,"417903","3371","80","361","G",2413,693
"9681","VID_2114",1,"140144","561","337","412","B",575,566
"9682","VID_6456",4,"67975","124","5","4","D",582,2084
"9683","VID_128",1,"49490","258","5","25","A",203,753
"9684","VID_20654",1,"423090","768","83","113","G",571,1372
"9685","VID_8472",1,"432311","313","123","52","D",180,1731
"9686","VID_13396",1,"108664","209","8","126","D",161,4147
"9687","VID_21508",1,"314637","1207","71","398","G",3215,683
"9688","VID_18976",1,"179594","1420","82","98","F",462,631
"9689","VID_20720",5,"65507","917","33","124","G",396,1833
"9690","VID_21275",1,"656664","10008","98","430","G",251,1083
"9691","VID_12390",1,"459994","200","79","14","D",309,959
"9692","VID_8650",62455,"65813","13","0","1","D",332,570
"9693","VID_18212",2,"32737","479","99","46","F",392,991
"9694","VID_21442",44,"700209","4319","74","328","G",290,1674
"9695","VID_17142",8,"2744263","24944","5064","3579","E",483,794
"9696","VID_17103",1,"297439","722","448","31","E",3325,388
"9697","VID_13323",1,"277","8","0","3","D",16,1536
"9698","VID_19614",1,"709629","1698","222","88","G",1119,997
"9699","VID_6873",1,"707963","3976","200","1267","D",463,839
"9700","VID_21385",15,"11318745","F","F","838","G",2487,1298
"9701","VID_15609",2,"282932","799","38","153","E",698,567
"9702","VID_21698",687,"3130","19","0","1","G",238,579
"9703","VID_21531",1,"279238","839","33","67","G",238,594
"9704","VID_4937",6,"232304","430","58","56","D",151,2289
"9705","VID_21597",1,"60488","258","13","5","G",3220,674
"9706","VID_17256",18,"311705","523","154","141","E",1801,1923
"9707","VID_15777",30,"8994760","1550","1012","68","E",175,2201
"9708","VID_11167",1,"18878","67","1","7","D",531,1620
"9709","VID_22229",3720,"39432","719","18","25","G",208,1409
"9710","VID_5735",1,"216724","368","23","14","D",325,1464
"9711","VID_6697",1,"38067","29","8","4","D",83,1887
"9712","VID_7019",2,"353668","385","131","42","D",7735,957
"9713","VID_10110",14,"587065","393","156","32","D",707,610
"9714","VID_11113",3,"2745818","22002","966","2376","D",414,935
"9715","VID_11978",11,"120393","734","15","17","D",361,1262
"9716","VID_1690",1,"58388","651","6","83","B",31,542
"9717","VID_12338",1,"14685","40","2","4","D",459,1048
"9718","VID_5833",4,"1711063","10284","230","1895","D",281,744
"9719","VID_19751",1,"58612","156","18","25","G",1826,1809
"9720","VID_13759",1,"5281","F","F","1","D",172,521
"9721","VID_9099",1,"305897","644","194","59","D",6768,824
"9722","VID_7837",2,"348656","557","72","17","D",441,2660
"9723","VID_9537",1,"135","1","0","0","D",21,554
"9724","VID_22079",8,"146155","612","14","140","G",142,2708
"9725","VID_931",3,"950585","4034","510","2448","B",521,556
"9726","VID_21935",14,"164449","1061","15","77","G",178,2635
"9727","VID_12602",2,"207536","222","31","15","D",607,597
"9728","VID_15867",2,"38186","10","6","0","E",836,1510
"9729","VID_22265",1,"5676141","28405","457","5696","G",226,2112
"9730","VID_8688",1,"14204","194","0","64","D",544,1993
"9731","VID_18449",1,"62576","176","22","2","F",557,1698
"9732","VID_5926",2,"1114306","327","121","23","D",153,732
"9733","VID_14892",1038,"2391","24","2","7","D",226,891
"9734","VID_4244",3,"229697","283","38","13","D",890,2189
"9735","VID_9949",1,"89551","304","108","62","D",112,587
"9736","VID_7443",2,"71017","226","13","67","D",1311,1609
"9737","VID_19410",15,"653780","3178","259","318","G",3252,649
"9738","VID_13575",2,"1899936","12612","256","722","D",389,647
"9739","VID_18693",7,"157842","673","21","16","F",315,645
"9740","VID_21479",13,"232713","794","100","360","G",44,1808
"9741","VID_113",4,"820442","3780","139","1047","A",272,1004
"9742","VID_9150",1,"12124","94","3","2","D",114,646
"9743","VID_19589",1,"26298","57","2","1","G",880,1589
"9744","VID_23625",1,"34911","31","3","4","H",271,583
"9745","VID_7306",1,"20553","167","4","22","D",564,572
"9746","VID_16230",3,"646870","1162","164","145","E",4852,752
"9747","VID_8022",1,"6540","85","4","23","D",2189,1424
"9748","VID_23530",3,"36086","47","6","6","H",1696,1028
"9749","VID_2462",2,"11845","104","0","8","C",1127,602
"9750","VID_19092",31,"489864","645","105","74","G",281,2025
"9751","VID_12838",1,"1047","4","0","0","D",41,1610
"9752","VID_11206",1,"6077","25","1","3","D",345,1604
"9753","VID_9133",1,"554775","179","96","5","D",93,1989
"9754","VID_4963",1,"236809","62","19","1","D",47,1376
"9755","VID_36",2,"255288","406","31","108","A",189,780
"9756","VID_9953",1,"384669","1244","108","132","D",282,914
"9757","VID_19991",6,"2740","2","0","0","G",309,1829
"9758","VID_7561",1,"264496","882","61","76","D",94,849
"9759","VID_14490",1,"2092572","10244","323","221","D",94,1860
"9760","VID_22635",1,"24425","175","3","26","G",522,2451
"9761","VID_8603",1,"344","0","0","0","D",77,598
"9762","VID_6881",1,"437333","6151","101","1910","D",310,460
"9763","VID_18394",2125,"4220","78","3","10","F",584,353
"9764","VID_11814",2,"6626","12","6","9","D",1750,1477
"9765","VID_15082",1,"47499","205","14","20","D",377,1957
"9766","VID_3611",13,"173757","234","55","28","D",7394,1452
"9767","VID_14947",3,"8402","8","3","0","D",45,1486
"9768","VID_20350",1,"4745","7","8","0","G",241,1023
"9769","VID_22662",3,"65584","259","8","37","G",160,2296
"9770","VID_22737",121065,"148848","812","109","46","G",227,899
"9771","VID_5859",1,"268002","969","34","70","D",241,1135
"9772","VID_21548",851,"1092","0","0","0","G",67,1212
"9773","VID_11349",7,"146450","69","38","F","D",3647,778
"9774","VID_9840",6489,"7137","3","1","1","D",170,627
"9775","VID_22946",11699,"12435","55","7","2","G",314,367
"9776","VID_13133",2,"3526","8","2","0","D",32,1524
"9777","VID_5184",21,"418762","1839","95","175","D",224,642
"9778","VID_1160",3,"2418604","22150","904","2414","B",225,1170
"9779","VID_18223",2,"65947","776","23","129","F",705,1093
"9780","VID_7063",1,"59964","143","24","16","D",8493,1022
"9781","VID_8488",18,"3957","4","1","1","D",618,526
"9782","VID_14509",1,"3611","4","1","0","D",151,1444
"9783","VID_1630",12,"1765866","18137","820","2616","B",522,753
"9784","VID_8345",3,"560253","981","96","95","D",343,1479
"9785","VID_2603",9,"4670804","12865","2180","541","C",177,1500
"9786","VID_20034",2,"2010787","3340","268","295","G",241,969
"9787","VID_6933",2,"83550","1773","20","706","D",141,541
"9788","VID_7420",1,"18787","118","2","43","D",1016,1479
"9789","VID_19845",1,"15159","66","3","5","G",549,2646
"9790","VID_7570",2,"435287","1395","92","74","D",148,630
"9791","VID_4649",15,"597773","1652","67","141","D",575,1720
"9792","VID_21905",2,"1341015","4789","76","199","G",196,1435
"9793","VID_15434",3,"266968","2080","73","4631","E",312,565
"9794","VID_22003",6400,"2918132","9902","278","615","G",214,1938
"9795","VID_4889",5,"75599","91","10","4","D",662,1641
"9796","VID_18991",42891,"165221","3151","70","125","F",366,547
"9797","VID_18010",1,"341024","2187","538","F","F",226,716
"9798","VID_11370",251,"3979653","3593","1994","F","D",1812,619
"9799","VID_14566",8,"3737331","6056","630","300","D",136,894
"9800","VID_11368",1,"41981","39","27","F","D",632,586
"9801","VID_3309",5,"241591","126","72","56","D",2214,1920
