"","ad.vidid","ad_view"
"4394","VID_11803",7
"4395","VID_22896",42
"4396","VID_1749",52
"4397","VID_10732",74
"4398","VID_20461",60
"4399","VID_9295",-2
"4400","VID_13024",79
"4401","VID_19735",65
"4402","VID_2416",-2
"4403","VID_11799",25
"4404","VID_1626",71
"4405","VID_14902",44
"4406","VID_326",33
"4407","VID_14288",35
"4408","VID_15337",30
"4409","VID_2436",10
"4410","VID_20962",71
"4411","VID_21022",15
"4412","VID_8357",21
"4413","VID_912",80
"4414","VID_19802",77
"4415","VID_5858",15
"4416","VID_868",46
"4417","VID_2938",32
"4418","VID_7205",50
"4419","VID_13328",79
"4420","VID_17349",16
"4421","VID_3587",12
"4422","VID_9761",75
"4423","VID_22986",12
"4424","VID_22640",46
"4425","VID_123",78
"4426","VID_11768",32
"4427","VID_9948",41
"4428","VID_23191",51
"4429","VID_23115",43
"4430","VID_23302",22
"4431","VID_10448",53
"4432","VID_3547",-1
"4433","VID_5173",18
"4434","VID_11425",37
"4435","VID_22512",38
"4436","VID_13801",8
"4437","VID_7216",77
"4438","VID_1459",42
"4439","VID_768",73
"4440","VID_7874",54
"4441","VID_17411",-1
"4442","VID_5338",55
"4443","VID_13093",74
"4444","VID_3562",50
"4445","VID_20725",12
"4446","VID_11275",52
"4447","VID_13931",53
"4448","VID_20614",-204
"4449","VID_9151",81
"4450","VID_21787",21
"4451","VID_8709",17
"4452","VID_23579",11
"4453","VID_17814",44
"4454","VID_17607",76
"4455","VID_4756",13
"4456","VID_8258",66
"4457","VID_21081",74
"4458","VID_8426",29
"4459","VID_1191",16
"4460","VID_8169",10
"4461","VID_17104",-1
"4462","VID_17947",37
"4463","VID_8778",27
"4464","VID_8824",57
"4465","VID_20521",11
"4466","VID_20565",24
"4467","VID_2345",-1
"4468","VID_11351",5
"4469","VID_19674",32
"4470","VID_17380",46
"4471","VID_20501",38
"4472","VID_10078",73
"4473","VID_17268",81
"4474","VID_11963",29
"4475","VID_7177",23
"4476","VID_12440",22
"4477","VID_14091",56
"4478","VID_5145",18
"4479","VID_10483",23
"4480","VID_1378",26
"4481","VID_3427",28
"4482","VID_15335",60
"4483","VID_18848",25
"4484","VID_2755",40
"4485","VID_1172",11
"4486","VID_3340",46
"4487","VID_12594",20
"4488","VID_6607",59
"4489","VID_13861",38
"4490","VID_9705",17
"4491","VID_5850",73
"4492","VID_12238",34
"4493","VID_21926",20
"4494","VID_9487",29
"4495","VID_20494",30
"4496","VID_23549",-5
"4497","VID_19860",75
"4498","VID_1150",53
"4499","VID_5736",22
"4500","VID_1308",39
"4501","VID_23085",68
"4502","VID_376",20
"4503","VID_750",56
"4504","VID_11771",20
"4505","VID_6200",23
"4506","VID_1917",16
"4507","VID_5987",33
"4508","VID_4277",40
"4509","VID_4291",20
"4510","VID_3217",43
"4511","VID_14488",44
"4512","VID_4524",61
"4513","VID_10322",29
"4514","VID_5870",60
"4515","VID_5237",54
"4516","VID_1058",73
"4517","VID_7661",40
"4518","VID_17233",57
"4519","VID_2787",54
"4520","VID_5413",78
"4521","VID_18748",74
"4522","VID_16983",72
"4523","VID_9368",73
"4524","VID_2876",75
"4525","VID_14753",77
"4526","VID_20024",14
"4527","VID_22731",66
"4528","VID_1020",47
"4529","VID_21916",41
"4530","VID_20316",40
"4531","VID_10115",19
"4532","VID_13527",24
"4533","VID_10017",50
"4534","VID_20624",-246
"4535","VID_549",25
"4536","VID_7929",58
"4537","VID_21591",41
"4538","VID_15528",53
"4539","VID_2737",62
"4540","VID_15198",46
"4541","VID_7845",37
"4542","VID_5740",40
"4543","VID_14139",76
"4544","VID_5516",45
"4545","VID_4987",29
"4546","VID_9479",77
"4547","VID_15816",-13
"4548","VID_11396",44
"4549","VID_8741",26
"4550","VID_4189",47
"4551","VID_15667",16
"4552","VID_22288",47
"4553","VID_16111",-46
"4554","VID_8765",81
"4555","VID_5061",59
"4556","VID_6224",25
"4557","VID_5902",41
"4558","VID_15118",59
"4559","VID_15594",66
"4560","VID_13664",17
"4561","VID_5969",76
"4562","VID_21111",-244
"4563","VID_11029",20
"4564","VID_14023",77
"4565","VID_18096",46
"4566","VID_13058",-30
"4567","VID_16464",47
"4568","VID_14895",64
"4569","VID_2533",29
"4570","VID_20581",70
"4571","VID_1811",41
"4572","VID_18604",79
"4573","VID_14864",44
"4574","VID_13419",60
"4575","VID_22638",77
"4576","VID_14649",76
"4577","VID_23103",40
"4578","VID_13850",62
"4579","VID_1810",32
"4580","VID_18335",24
"4581","VID_12164",74
"4582","VID_16549",-45
"4583","VID_10235",75
"4584","VID_19514",56
"4585","VID_18077",53
"4586","VID_4242",31
"4587","VID_5855",17
"4588","VID_10617",56
"4589","VID_824",76
"4590","VID_14341",42
"4591","VID_514",15
"4592","VID_2863",80
"4593","VID_20662",25
"4594","VID_16730",76
"4595","VID_2272",9
"4596","VID_17648",14
"4597","VID_11316",49
"4598","VID_12996",12
"4599","VID_3430",20
"4600","VID_12935",39
"4601","VID_23589",80
"4602","VID_9862",16
"4603","VID_8470",79
"4604","VID_8714",38
"4605","VID_10157",31
"4606","VID_5284",12
"4607","VID_14780",19
"4608","VID_2091",53
"4609","VID_11367",6
"4610","VID_6269",57
"4611","VID_21394",42
"4612","VID_8748",64
"4613","VID_8533",73
"4614","VID_1013",18
"4615","VID_12908",48
"4616","VID_13180",58
"4617","VID_5182",59
"4618","VID_104",16
"4619","VID_14411",78
"4620","VID_12957",76
"4621","VID_18566",39
"4622","VID_7049",-2
"4623","VID_22563",40
"4624","VID_13261",68
"4625","VID_10340",1
"4626","VID_15891",61
"4627","VID_8103",47
"4628","VID_8461",40
"4629","VID_7622",25
"4630","VID_1136",57
"4631","VID_722",48
"4632","VID_9454",54
"4633","VID_10912",21
"4634","VID_9548",77
"4635","VID_20850",22
"4636","VID_4738",53
"4637","VID_18978",44
"4638","VID_8659",29
"4639","VID_1897",39
"4640","VID_2803",14
"4641","VID_20017",55
"4642","VID_12039",36
"4643","VID_13420",40
"4644","VID_810",76
"4645","VID_15012",15
"4646","VID_9473",68
"4647","VID_21233",38
"4648","VID_15573",69
"4649","VID_14136",67
"4650","VID_5263",38
"4651","VID_19147",24
"4652","VID_6746",43
"4653","VID_21062",67
"4654","VID_1391",15
"4655","VID_10695",21
"4656","VID_10709",76
"4657","VID_6050",55
"4658","VID_20221",40
"4659","VID_14590",47
"4660","VID_23440",74
"4661","VID_10114",29
"4662","VID_5636",68
"4663","VID_3714",52
"4664","VID_14057",38
"4665","VID_16982",57
"4666","VID_16158",54
"4667","VID_23018",46
"4668","VID_14304",24
"4669","VID_11438",12
"4670","VID_19361",-17
"4671","VID_16945",26
"4672","VID_15325",45
"4673","VID_3164",10
"4674","VID_13148",-6
"4675","VID_11446",25
"4676","VID_1200",58
"4677","VID_9583",78
"4678","VID_5362",49
"4679","VID_16290",81
"4680","VID_6663",22
"4681","VID_10513",71
"4682","VID_11604",17
"4683","VID_17853",74
"4684","VID_9036",58
"4685","VID_487",42
"4686","VID_6002",55
"4687","VID_13067",0
"4688","VID_1230",47
"4689","VID_10247",77
"4690","VID_20789",71
"4691","VID_22866",31
"4692","VID_3131",60
"4693","VID_23112",39
"4694","VID_7848",28
"4695","VID_15726",-26
"4696","VID_16931",54
"4697","VID_12027",38
"4698","VID_11663",60
"4699","VID_5510",18
"4700","VID_2953",73
"4701","VID_12203",27
"4702","VID_9578",58
"4703","VID_4927",70
"4704","VID_17804",62
"4705","VID_16733",18
"4706","VID_707",13
"4707","VID_16334",78
"4708","VID_11444",65
"4709","VID_16944",30
"4710","VID_406",56
"4711","VID_11200",55
"4712","VID_6082",68
"4713","VID_17077",49
"4714","VID_12120",76
"4715","VID_18751",55
"4716","VID_22578",33
"4717","VID_10744",79
"4718","VID_3062",8
"4719","VID_16724",74
"4720","VID_18072",71
"4721","VID_19114",15
"4722","VID_22030",39
"4723","VID_2269",27
"4724","VID_13298",13
"4725","VID_17090",22
"4726","VID_17358",70
"4727","VID_16540",-50
"4728","VID_9248",56
"4729","VID_15585",35
"4730","VID_19347",6
"4731","VID_21447",26
"4732","VID_13179",80
"4733","VID_4715",62
"4734","VID_16761",41
"4735","VID_17408",11
"4736","VID_12568",25
"4737","VID_12409",36
"4738","VID_19916",50
"4739","VID_16481",48
"4740","VID_12539",25
"4741","VID_19279",-10
"4742","VID_12943",51
"4743","VID_4659",46
"4744","VID_18232",34
"4745","VID_19162",46
"4746","VID_19730",10
"4747","VID_21800",14
"4748","VID_9676",76
"4749","VID_22343",52
"4750","VID_17323",16
"4751","VID_12127",35
"4752","VID_10102",35
"4753","VID_14077",19
"4754","VID_1515",49
"4755","VID_18952",18
"4756","VID_23494",44
"4757","VID_7222",54
"4758","VID_4804",27
"4759","VID_9600",60
"4760","VID_14184",16
"4761","VID_17029",52
"4762","VID_12733",34
"4763","VID_20713",42
"4764","VID_16978",12
"4765","VID_21426",44
"4766","VID_4682",54
"4767","VID_5067",72
"4768","VID_5967",42
"4769","VID_3160",35
"4770","VID_8015",19
"4771","VID_8314",-44
"4772","VID_9061",73
"4773","VID_16054",31
"4774","VID_14914",47
"4775","VID_2782",59
"4776","VID_3405",73
"4777","VID_13973",24
"4778","VID_20293",32
"4779","VID_13331",56
"4780","VID_19058",57
"4781","VID_6758",80
"4782","VID_3893",75
"4783","VID_2712",42
"4784","VID_13854",49
"4785","VID_16032",14
"4786","VID_8816",79
"4787","VID_11284",17
"4788","VID_7030",8
"4789","VID_23648",60
"4790","VID_9266",36
"4791","VID_4866",-9
"4792","VID_11410",50
"4793","VID_6130",43
"4794","VID_20754",38
"4795","VID_9062",53
"4796","VID_16223",27
"4797","VID_8874",17
"4798","VID_19747",59
"4799","VID_11152",46
"4800","VID_948",47
"4801","VID_6212",47
"4802","VID_23350",45
"4803","VID_12698",23
"4804","VID_7895",77
"4805","VID_22828",30
"4806","VID_15826",-43
"4807","VID_19229",8
"4808","VID_16620",41
"4809","VID_520",66
"4810","VID_14306",18
"4811","VID_23403",62
"4812","VID_5068",77
"4813","VID_151",27
"4814","VID_16440",47
"4815","VID_6639",28
"4816","VID_10294",1
"4817","VID_11491",35
"4818","VID_21071",55
"4819","VID_6036",51
"4820","VID_10528",70
"4821","VID_16805",23
"4822","VID_13016",42
"4823","VID_12357",76
"4824","VID_21135",-49
"4825","VID_14654",49
"4826","VID_4527",49
"4827","VID_358",17
"4828","VID_9344",66
"4829","VID_6680",75
"4830","VID_20648",49
"4831","VID_17740",38
"4832","VID_19803",24
"4833","VID_2895",80
"4834","VID_21528",28
"4835","VID_9297",54
"4836","VID_13766",47
"4837","VID_4882",45
"4838","VID_15857",30
"4839","VID_12661",50
"4840","VID_3685",39
"4841","VID_20790",48
"4842","VID_8500",23
"4843","VID_11100",64
"4844","VID_8719",59
"4845","VID_8322",24
"4846","VID_15001",25
"4847","VID_12322",25
"4848","VID_7261",60
"4849","VID_6203",69
"4850","VID_16731",-13
"4851","VID_11416",52
"4852","VID_21849",27
"4853","VID_7923",60
"4854","VID_6247",22
"4855","VID_14460",48
"4856","VID_23485",62
"4857","VID_9329",77
"4858","VID_14827",36
"4859","VID_18237",47
"4860","VID_13840",36
"4861","VID_9229",13
"4862","VID_7162",40
"4863","VID_17313",48
"4864","VID_21629",80
"4865","VID_9591",77
"4866","VID_11437",37
"4867","VID_13076",26
"4868","VID_14681",25
"4869","VID_10378",52
"4870","VID_21873",32
"4871","VID_9282",27
"4872","VID_3554",27
"4873","VID_9884",75
"4874","VID_8583",15
"4875","VID_7617",26
"4876","VID_1284",69
"4877","VID_1594",74
"4878","VID_2902",55
"4879","VID_2160",75
"4880","VID_2357",14
"4881","VID_4012",44
"4882","VID_7932",56
"4883","VID_16858",11
"4884","VID_15431",45
"4885","VID_19393",28
"4886","VID_9371",72
"4887","VID_16347",46
"4888","VID_10564",49
"4889","VID_5634",66
"4890","VID_21704",46
"4891","VID_5415",49
"4892","VID_1925",31
"4893","VID_21687",77
"4894","VID_23616",37
"4895","VID_248",30
"4896","VID_2689",70
"4897","VID_3650",53
"4898","VID_3025",25
"4899","VID_11174",54
"4900","VID_4953",62
"4901","VID_18607",28
"4902","VID_21054",63
"4903","VID_2173",48
"4904","VID_11057",58
"4905","VID_13724",81
"4906","VID_13430",21
"4907","VID_9390",74
"4908","VID_18342",30
"4909","VID_11777",17
"4910","VID_19047",52
"4911","VID_172",14
"4912","VID_3718",23
"4913","VID_22213",54
"4914","VID_5696",13
"4915","VID_20334",-29
"4916","VID_1007",24
"4917","VID_13102",39
"4918","VID_21651",32
"4919","VID_2009",25
"4920","VID_21017",66
"4921","VID_4382",-24
"4922","VID_4515",75
"4923","VID_3179",14
"4924","VID_23587",19
"4925","VID_12356",77
"4926","VID_18669",74
"4927","VID_6952",78
"4928","VID_4156",40
"4929","VID_2031",61
"4930","VID_20255",77
"4931","VID_14817",1
"4932","VID_777",18
"4933","VID_3995",22
"4934","VID_10014",10
"4935","VID_10300",51
"4936","VID_2465",21
"4937","VID_17701",67
"4938","VID_4175",22
"4939","VID_15136",42
"4940","VID_9687",80
"4941","VID_12630",35
"4942","VID_9851",76
"4943","VID_16471",78
"4944","VID_17782",39
"4945","VID_12983",64
"4946","VID_3696",42
"4947","VID_17888",21
"4948","VID_22337",67
"4949","VID_11385",6
"4950","VID_13508",30
"4951","VID_4664",78
"4952","VID_12336",50
"4953","VID_3184",39
"4954","VID_4506",78
"4955","VID_7887",54
"4956","VID_1583",37
"4957","VID_9477",75
"4958","VID_21725",55
"4959","VID_1960",37
"4960","VID_13998",19
"4961","VID_12243",10
"4962","VID_993",69
"4963","VID_16091",-44
"4964","VID_17591",40
"4965","VID_2311",68
"4966","VID_22345",18
"4967","VID_2342",12
"4968","VID_8959",17
"4969","VID_3423",59
"4970","VID_942",67
"4971","VID_17251",27
"4972","VID_10831",12
"4973","VID_7424",55
"4974","VID_6404",50
"4975","VID_18918",69
"4976","VID_22132",18
"4977","VID_22341",64
"4978","VID_18590",34
"4979","VID_5215",29
"4980","VID_16189",40
"4981","VID_3013",66
"4982","VID_12801",81
"4983","VID_7074",22
"4984","VID_21595",-2
"4985","VID_5007",36
"4986","VID_15854",21
"4987","VID_2369",25
"4988","VID_554",29
"4989","VID_20809",74
"4990","VID_16735",22
"4991","VID_3212",57
"4992","VID_3137",18
"4993","VID_17255",27
"4994","VID_19709",56
"4995","VID_13463",74
"4996","VID_8118",61
"4997","VID_15978",-8
"4998","VID_3478",14
"4999","VID_5275",44
"5000","VID_8837",74
"5001","VID_21230",14
"5002","VID_19256",59
"5003","VID_4054",66
"5004","VID_9515",78
"5005","VID_15224",50
"5006","VID_10509",73
"5007","VID_570",57
"5008","VID_18401",23
"5009","VID_5981",77
"5010","VID_3077",54
"5011","VID_742",28
"5012","VID_19034",78
"5013","VID_17070",73
"5014","VID_11392",6
"5015","VID_6577",50
"5016","VID_15161",70
"5017","VID_20311",29
"5018","VID_8374",-39
"5019","VID_22056",61
"5020","VID_8221",25
"5021","VID_11338",81
"5022","VID_6994",-13
"5023","VID_15998",-15
"5024","VID_18844",56
"5025","VID_19272",17
"5026","VID_11191",62
"5027","VID_7732",56
"5028","VID_10954",36
"5029","VID_17960",16
"5030","VID_2865",45
"5031","VID_8654",75
"5032","VID_10308",0
"5033","VID_10468",71
"5034","VID_5692",10
"5035","VID_18943",48
"5036","VID_6756",15
"5037","VID_2479",72
"5038","VID_16749",12
"5039","VID_20222",12
"5040","VID_16310",81
"5041","VID_11929",45
"5042","VID_17964",15
"5043","VID_8219",55
"5044","VID_9671",68
"5045","VID_9700",-26
"5046","VID_23284",52
"5047","VID_19493",52
"5048","VID_3123",41
"5049","VID_10681",42
"5050","VID_18985",77
"5051","VID_15460",26
"5052","VID_15406",52
"5053","VID_12559",14
"5054","VID_19679",76
"5055","VID_15305",71
"5056","VID_22174",21
"5057","VID_4220",58
"5058","VID_14092",18
"5059","VID_540",-2
"5060","VID_4663",40
"5061","VID_22875",79
"5062","VID_5047",22
"5063","VID_16179",21
"5064","VID_6524",53
"5065","VID_15701",19
"5066","VID_2125",-1
"5067","VID_13225",58
"5068","VID_7398",61
"5069","VID_7756",58
"5070","VID_2183",29
"5071","VID_9525",74
"5072","VID_11901",64
"5073","VID_10810",29
"5074","VID_1126",42
"5075","VID_8232",75
"5076","VID_16675",52
"5077","VID_2995",11
"5078","VID_366",27
"5079","VID_9273",3
"5080","VID_15580",23
"5081","VID_8392",-36
"5082","VID_21183",32
"5083","VID_19964",40
"5084","VID_8670",78
"5085","VID_12176",60
"5086","VID_11534",61
"5087","VID_5680",28
"5088","VID_21288",26
"5089","VID_11161",55
"5090","VID_19849",15
"5091","VID_21412",41
"5092","VID_11465",35
"5093","VID_22015",62
"5094","VID_2691",-1
"5095","VID_19334",28
"5096","VID_6162",44
"5097","VID_13451",46
"5098","VID_12214",27
"5099","VID_10943",70
"5100","VID_12722",50
"5101","VID_11298",56
"5102","VID_18240",17
"5103","VID_9558",75
"5104","VID_7218",16
"5105","VID_21065",57
"5106","VID_2724",51
"5107","VID_21578",49
"5108","VID_1048",58
"5109","VID_10801",40
"5110","VID_1722",66
"5111","VID_19293",19
"5112","VID_10052",58
"5113","VID_19400",18
"5114","VID_18792",53
"5115","VID_21334",76
"5116","VID_7294",41
"5117","VID_1634",42
"5118","VID_21201",57
"5119","VID_415",70
"5120","VID_3072",3
"5121","VID_1464",77
"5122","VID_18400",59
"5123","VID_4992",11
"5124","VID_16747",56
"5125","VID_17491",75
"5126","VID_12664",-2
"5127","VID_489",59
"5128","VID_22646",16
"5129","VID_1716",58
"5130","VID_9767",70
"5131","VID_16415",59
"5132","VID_12813",23
"5133","VID_15634",14
"5134","VID_212",24
"5135","VID_20184",72
"5136","VID_4055",30
"5137","VID_8312",47
"5138","VID_20468",1
"5139","VID_11575",55
"5140","VID_19446",2
"5141","VID_17936",77
"5142","VID_11527",25
"5143","VID_1026",58
"5144","VID_22134",20
"5145","VID_21568",40
"5146","VID_610",43
"5147","VID_10457",60
"5148","VID_10503",21
"5149","VID_12089",62
"5150","VID_2819",5
"5151","VID_21033",23
"5152","VID_20642",19
"5153","VID_23328",51
"5154","VID_6324",50
"5155","VID_7809",78
"5156","VID_13209",41
"5157","VID_22376",71
"5158","VID_11892",48
"5159","VID_6354",19
"5160","VID_21134",-147
"5161","VID_1367",9
"5162","VID_7132",53
"5163","VID_13010",27
"5164","VID_16384",36
"5165","VID_9208",6
"5166","VID_22406",77
"5167","VID_10674",75
"5168","VID_11599",62
"5169","VID_14272",32
"5170","VID_10530",14
"5171","VID_8004",29
"5172","VID_8790",8
"5173","VID_6313",26
"5174","VID_3231",46
"5175","VID_14615",48
"5176","VID_14196",30
"5177","VID_11697",15
"5178","VID_81",76
"5179","VID_22272",-13
"5180","VID_9114",34
"5181","VID_3910",41
"5182","VID_18574",61
"5183","VID_2666",22
"5184","VID_2833",77
"5185","VID_11434",13
"5186","VID_8881",26
"5187","VID_5219",28
"5188","VID_19882",49
"5189","VID_8083",30
"5190","VID_18777",71
"5191","VID_2245",35
"5192","VID_14884",45
"5193","VID_17548",47
"5194","VID_5944",55
"5195","VID_10123",33
"5196","VID_7542",81
"5197","VID_5998",45
"5198","VID_19084",64
"5199","VID_15524",67
"5200","VID_5438",72
"5201","VID_10434",13
"5202","VID_22871",17
"5203","VID_4391",20
"5204","VID_17631",75
"5205","VID_18098",19
"5206","VID_14938",25
"5207","VID_468",52
"5208","VID_13066",-23
"5209","VID_16966",31
"5210","VID_8795",56
"5211","VID_16424",65
"5212","VID_1660",44
"5213","VID_10336",39
"5214","VID_16819",24
"5215","VID_15098",41
"5216","VID_19761",73
"5217","VID_23716",6
"5218","VID_1134",50
"5219","VID_7592",69
"5220","VID_2846",64
"5221","VID_2559",29
"5222","VID_14668",35
"5223","VID_17396",42
"5224","VID_4675",31
"5225","VID_6838",39
"5226","VID_15368",32
"5227","VID_7647",75
"5228","VID_4994",53
"5229","VID_11944",64
"5230","VID_69",24
"5231","VID_2328",48
"5232","VID_11840",25
"5233","VID_8892",55
"5234","VID_19687",64
"5235","VID_22821",64
"5236","VID_12769",-2
"5237","VID_4727",50
"5238","VID_582",23
"5239","VID_17656",16
"5240","VID_17981",15
"5241","VID_20819",67
"5242","VID_15559",-40
"5243","VID_2050",24
"5244","VID_7257",59
"5245","VID_12139",58
"5246","VID_10384",47
"5247","VID_4747",-13
"5248","VID_16336",13
"5249","VID_15652",-13
"5250","VID_6078",-1
"5251","VID_18843",56
"5252","VID_14019",58
"5253","VID_18276",38
"5254","VID_16395",22
"5255","VID_10117",41
"5256","VID_7527",22
"5257","VID_4748",60
"5258","VID_21361",11
"5259","VID_21903",47
"5260","VID_17496",36
"5261","VID_17477",71
"5262","VID_20582",17
"5263","VID_3397",62
"5264","VID_17037",60
"5265","VID_23042",68
"5266","VID_16019",38
"5267","VID_13660",62
"5268","VID_14911",39
"5269","VID_2444",7
"5270","VID_20299",16
"5271","VID_21662",77
"5272","VID_17544",30
"5273","VID_23617",59
"5274","VID_11135",17
"5275","VID_17660",28
"5276","VID_16776",80
"5277","VID_17032",26
"5278","VID_8652",74
"5279","VID_21991",34
"5280","VID_8290",19
"5281","VID_16211",34
"5282","VID_12960",71
"5283","VID_408",12
"5284","VID_2208",42
"5285","VID_17141",49
"5286","VID_1109",16
"5287","VID_20633",-203
"5288","VID_11331",74
"5289","VID_21222",16
"5290","VID_9565",79
"5291","VID_3053",70
"5292","VID_9867",76
"5293","VID_23288",18
"5294","VID_6921",49
"5295","VID_2673",46
"5296","VID_14769",63
"5297","VID_17241",18
"5298","VID_14074",60
"5299","VID_18198",31
"5300","VID_3116",59
"5301","VID_6920",74
"5302","VID_4615",56
"5303","VID_12002",50
"5304","VID_12743",19
"5305","VID_1080",46
"5306","VID_12318",67
"5307","VID_3832",75
"5308","VID_16582",36
"5309","VID_22801",76
"5310","VID_17392",42
"5311","VID_11169",42
"5312","VID_16557",-52
"5313","VID_2870",77
"5314","VID_21945",63
"5315","VID_23275",63
"5316","VID_9606",45
"5317","VID_16305",79
"5318","VID_3693",51
"5319","VID_643",74
"5320","VID_11486",70
"5321","VID_6201",60
"5322","VID_3056",51
"5323","VID_22383",49
"5324","VID_15033",18
"5325","VID_14798",78
"5326","VID_14812",47
"5327","VID_6362",11
"5328","VID_9180",55
"5329","VID_17978",14
"5330","VID_14982",80
"5331","VID_6973",80
"5332","VID_4710",59
"5333","VID_12339",76
"5334","VID_13101",54
"5335","VID_20077",72
"5336","VID_882",44
"5337","VID_7913",72
"5338","VID_6788",71
"5339","VID_5784",35
"5340","VID_18050",56
"5341","VID_3071",47
"5342","VID_22111",47
"5343","VID_12755",75
"5344","VID_17476",40
"5345","VID_3805",66
"5346","VID_11028",19
"5347","VID_20261",36
"5348","VID_10372",55
"5349","VID_22092",25
"5350","VID_3216",46
"5351","VID_12842",13
"5352","VID_3135",-5
"5353","VID_12208",62
"5354","VID_11398",78
"5355","VID_1220",77
"5356","VID_13796",44
"5357","VID_17920",55
"5358","VID_309",31
"5359","VID_17973",63
"5360","VID_21314",32
"5361","VID_12876",80
"5362","VID_3553",77
"5363","VID_21451",48
"5364","VID_6193",55
"5365","VID_21667",21
"5366","VID_1405",51
"5367","VID_2292",75
"5368","VID_23274",21
"5369","VID_13245",78
"5370","VID_4180",47
"5371","VID_18285",47
"5372","VID_8343",18
"5373","VID_18796",42
"5374","VID_20545",43
"5375","VID_10490",61
"5376","VID_5386",29
"5377","VID_875",57
"5378","VID_18338",51
"5379","VID_13654",82
"5380","VID_4366",64
"5381","VID_11971",46
"5382","VID_23666",34
"5383","VID_7991",49
"5384","VID_21320",10
"5385","VID_14980",19
"5386","VID_19851",68
"5387","VID_5807",51
"5388","VID_8017",58
"5389","VID_1030",24
"5390","VID_1209",53
"5391","VID_12026",52
"5392","VID_16635",39
"5393","VID_17000",20
"5394","VID_4749",9
"5395","VID_7734",60
"5396","VID_18020",74
"5397","VID_4933",24
"5398","VID_2526",14
"5399","VID_828",62
"5400","VID_18375",33
"5401","VID_13672",63
"5402","VID_8117",33
"5403","VID_7364",56
"5404","VID_15775",-13
"5405","VID_4439",26
"5406","VID_2919",79
"5407","VID_5045",60
"5408","VID_7463",33
"5409","VID_2815",67
"5410","VID_23179",36
"5411","VID_21260",60
"5412","VID_19106",28
"5413","VID_23756",16
"5414","VID_18174",76
"5415","VID_2071",76
"5416","VID_22432",71
"5417","VID_13140",65
"5418","VID_6637",57
"5419","VID_2615",72
"5420","VID_7853",39
"5421","VID_2111",34
"5422","VID_12392",76
"5423","VID_16660",43
"5424","VID_10047",57
"5425","VID_2510",-11
"5426","VID_10298",-4
"5427","VID_19982",58
"5428","VID_11828",15
"5429","VID_21263",43
"5430","VID_10475",43
"5431","VID_16901",77
"5432","VID_16929",39
"5433","VID_7586",72
"5434","VID_22090",45
"5435","VID_18836",27
"5436","VID_12796",76
"5437","VID_4996",42
"5438","VID_1765",75
"5439","VID_20004",-2
"5440","VID_6461",62
"5441","VID_10041",19
"5442","VID_14569",18
"5443","VID_4331",74
"5444","VID_13645",60
"5445","VID_1029",65
"5446","VID_22231",79
"5447","VID_23654",55
"5448","VID_21768",21
"5449","VID_20739",33
"5450","VID_346",59
"5451","VID_4400",70
"5452","VID_15912",61
"5453","VID_9978",25
"5454","VID_13691",71
"5455","VID_16874",46
"5456","VID_5922",57
"5457","VID_11179",68
"5458","VID_21641",48
"5459","VID_12773",56
"5460","VID_23076",37
"5461","VID_8291",80
"5462","VID_21724",37
"5463","VID_2855",67
"5464","VID_909",32
"5465","VID_17242",40
"5466","VID_9486",75
"5467","VID_12947",57
"5468","VID_14210",42
"5469","VID_6059",53
"5470","VID_2322",11
"5471","VID_12915",75
"5472","VID_16643",16
"5473","VID_16500",78
"5474","VID_12752",14
"5475","VID_9917",78
"5476","VID_4821",43
"5477","VID_20341",70
"5478","VID_20779",75
"5479","VID_23333",36
"5480","VID_874",16
"5481","VID_4492",17
"5482","VID_5954",79
"5483","VID_10538",75
"5484","VID_16206",-1
"5485","VID_19140",75
"5486","VID_21185",19
"5487","VID_5322",6
"5488","VID_9169",80
"5489","VID_2886",27
"5490","VID_20740",24
"5491","VID_8170",-23
"5492","VID_22602",78
"5493","VID_14273",35
"5494","VID_20676",63
"5495","VID_8547",76
"5496","VID_6647",21
"5497","VID_15964",35
"5498","VID_10251",77
"5499","VID_16910",13
"5500","VID_19039",18
"5501","VID_12097",71
"5502","VID_20760",23
"5503","VID_6394",13
"5504","VID_3500",19
"5505","VID_3908",73
"5506","VID_5543",12
"5507","VID_11463",46
"5508","VID_13300",45
"5509","VID_11394",3
"5510","VID_83",70
"5511","VID_10927",39
"5512","VID_471",29
"5513","VID_4855",67
"5514","VID_20960",76
"5515","VID_23358",40
"5516","VID_13880",42
"5517","VID_22758",76
"5518","VID_22739",54
"5519","VID_7358",72
"5520","VID_5584",43
"5521","VID_19458",71
"5522","VID_22177",16
"5523","VID_16935",61
"5524","VID_1079",30
"5525","VID_22179",35
"5526","VID_3295",49
"5527","VID_544",21
"5528","VID_9496",59
"5529","VID_14271",61
"5530","VID_5789",58
"5531","VID_12760",62
"5532","VID_18350",56
"5533","VID_22309",-11
"5534","VID_13908",77
"5535","VID_18977",11
"5536","VID_23357",37
"5537","VID_12481",74
"5538","VID_3680",64
"5539","VID_3395",41
"5540","VID_22154",-6
"5541","VID_5997",34
"5542","VID_13995",47
"5543","VID_20030",26
"5544","VID_17650",68
"5545","VID_14885",54
"5546","VID_14741",38
"5547","VID_7885",22
"5548","VID_5339",17
"5549","VID_2856",23
"5550","VID_11168",54
"5551","VID_12990",24
"5552","VID_12271",72
"5553","VID_7632",-50
"5554","VID_9294",74
"5555","VID_21993",70
"5556","VID_9280",74
"5557","VID_2729",50
